vehicle_id,ts,hour,day_of_week,speed_kmh,engine_temp_c,battery_v,vibration,failure_event
V001,2024-01-02T21:30:00,21,1,14.9,97.88,13.626,0.389,0
V001,2024-01-02T21:45:00,21,1,0.0,90.18,13.67,0.224,0
V001,2024-01-02T22:00:00,22,1,17.84,95.87,13.698,0.458,0
V001,2024-01-02T22:15:00,22,1,0.22,90.89,13.624,0.233,0
V001,2024-01-02T22:30:00,22,1,7.37,95.1,13.672,0.272,0
V001,2024-01-02T22:45:00,22,1,0.0,90.54,13.486,0.15,0
V001,2024-01-02T23:00:00,23,1,11.51,95.63,13.648,0.444,0
V001,2024-01-02T23:15:00,23,1,42.69,108.21,13.614,0.713,0
V001,2024-01-02T23:30:00,23,1,2.86,93.93,13.597,0.199,0
V001,2024-01-02T23:45:00,23,1,0.0,89.25,13.544,0.219,0
V001,2024-01-03T00:00:00,0,2,0.0,94.58,13.559,0.194,0
V001,2024-01-03T00:15:00,0,2,2.64,93.7,13.591,0.284,0
V001,2024-01-03T00:30:00,0,2,0.0,90.59,13.578,0.196,0
V001,2024-01-03T00:45:00,0,2,0.0,90.73,13.6,0.28,0
V001,2024-01-03T01:00:00,1,2,0.0,94.63,13.637,0.218,0
V001,2024-01-03T01:15:00,1,2,1.68,91.28,13.696,0.216,0
V001,2024-01-03T01:30:00,1,2,0.0,91.1,13.684,0.275,0
V001,2024-01-03T01:45:00,1,2,2.48,94.26,13.571,0.34,0
V001,2024-01-03T02:00:00,2,2,12.13,96.31,13.671,0.349,0
V001,2024-01-03T02:15:00,2,2,0.0,92.74,13.648,0.137,0
V001,2024-01-03T02:30:00,2,2,0.0,90.88,13.667,0.257,0
V001,2024-01-03T02:45:00,2,2,0.0,90.63,13.596,0.158,0
V001,2024-01-03T03:00:00,3,2,0.0,92.61,13.627,0.144,0
V001,2024-01-03T03:15:00,3,2,2.77,95.04,13.62,0.272,0
V001,2024-01-03T03:30:00,3,2,7.54,93.75,13.604,0.223,0
V001,2024-01-03T03:45:00,3,2,3.62,94.2,13.638,0.333,0
V001,2024-01-03T04:00:00,4,2,0.0,91.87,13.694,0.243,0
V001,2024-01-03T04:15:00,4,2,0.0,92.34,13.63,0.184,0
V001,2024-01-03T04:30:00,4,2,0.0,93.33,13.628,0.256,0
V001,2024-01-03T04:45:00,4,2,12.72,98.19,13.679,0.285,0
V001,2024-01-03T05:00:00,5,2,8.68,93.43,13.673,0.306,0
V001,2024-01-03T05:15:00,5,2,0.0,93.65,13.55,0.222,0
V001,2024-01-03T05:30:00,5,2,0.0,94.65,13.651,0.2,0
V001,2024-01-03T05:45:00,5,2,6.01,95.4,13.743,0.225,0
V001,2024-01-03T06:00:00,6,2,40.4,109.03,13.637,0.589,0
V001,2024-01-03T06:15:00,6,2,0.0,90.52,13.672,0.238,0
V001,2024-01-03T06:30:00,6,2,0.0,94.85,13.59,0.252,0
V001,2024-01-03T06:45:00,6,2,0.0,90.71,13.553,0.194,0
V001,2024-01-03T07:00:00,7,2,57.6,113.57,13.631,0.74,0
V001,2024-01-03T07:15:00,7,2,40.5,112.26,13.598,0.639,0
V001,2024-01-03T07:30:00,7,2,20.4,102.4,13.615,0.375,0
V001,2024-01-03T07:45:00,7,2,43.46,108.73,13.672,0.586,0
V001,2024-01-03T08:00:00,8,2,39.39,107.77,13.593,0.62,0
V001,2024-01-03T08:15:00,8,2,36.89,106.09,13.594,0.637,0
V001,2024-01-03T08:30:00,8,2,39.5,108.78,13.693,0.643,0
V001,2024-01-03T08:45:00,8,2,33.99,107.7,13.594,0.607,0
V001,2024-01-03T09:00:00,9,2,34.08,108.99,13.65,0.65,0
V001,2024-01-03T09:15:00,9,2,29.2,104.29,13.586,0.463,0
V001,2024-01-03T09:30:00,9,2,45.34,110.6,13.758,0.655,0
V001,2024-01-03T09:45:00,9,2,47.56,113.38,13.55,0.71,0
V001,2024-01-03T10:00:00,10,2,0.0,92.5,13.652,0.285,0
V001,2024-01-03T10:15:00,10,2,0.0,94.03,13.631,0.209,0
V001,2024-01-03T10:30:00,10,2,0.0,93.44,13.615,0.247,0
V001,2024-01-03T10:45:00,10,2,3.82,95.7,13.618,0.311,0
V001,2024-01-03T11:00:00,11,2,1.36,94.09,13.649,0.285,0
V001,2024-01-03T11:15:00,11,2,9.77,99.18,13.571,0.357,0
V001,2024-01-03T11:30:00,11,2,5.98,96.85,13.559,0.306,0
V001,2024-01-03T11:45:00,11,2,11.83,97.82,13.585,0.345,0
V001,2024-01-03T12:00:00,12,2,0.26,92.93,13.595,0.262,0
V001,2024-01-03T12:15:00,12,2,42.41,110.49,13.605,0.703,0
V001,2024-01-03T12:30:00,12,2,11.3,100.69,13.628,0.348,0
V001,2024-01-03T12:45:00,12,2,6.98,96.64,13.582,0.237,0
V001,2024-01-03T13:00:00,13,2,11.4,96.88,13.649,0.413,0
V001,2024-01-03T13:15:00,13,2,0.0,95.11,13.534,0.255,0
V001,2024-01-03T13:30:00,13,2,0.0,94.0,13.534,0.25,0
V001,2024-01-03T13:45:00,13,2,4.82,96.66,13.642,0.218,0
V001,2024-01-03T14:00:00,14,2,0.0,95.75,13.639,0.083,0
V001,2024-01-03T14:15:00,14,2,0.0,92.85,13.556,0.28,0
V001,2024-01-03T14:30:00,14,2,0.0,93.58,13.654,0.266,0
V001,2024-01-03T14:45:00,14,2,0.0,97.56,13.608,0.171,0
V001,2024-01-03T15:00:00,15,2,0.0,91.94,13.59,0.139,0
V001,2024-01-03T15:15:00,15,2,0.45,95.81,13.52,0.201,0
V001,2024-01-03T15:30:00,15,2,0.0,94.43,13.617,0.198,0
V001,2024-01-03T15:45:00,15,2,40.51,111.43,13.587,0.675,0
V001,2024-01-03T16:00:00,16,2,52.18,114.27,13.647,0.658,0
V001,2024-01-03T16:15:00,16,2,39.97,110.6,13.609,0.618,0
V001,2024-01-03T16:30:00,16,2,32.47,107.27,13.539,0.575,0
V001,2024-01-03T16:45:00,16,2,39.31,111.84,13.622,0.619,0
V001,2024-01-03T17:00:00,17,2,33.28,109.54,13.619,0.494,0
V001,2024-01-03T17:15:00,17,2,48.12,115.8,13.543,0.801,0
V001,2024-01-03T17:30:00,17,2,51.33,116.42,13.605,0.712,0
V001,2024-01-03T17:45:00,17,2,32.29,108.8,13.602,0.488,0
V001,2024-01-03T18:00:00,18,2,40.25,111.11,13.671,0.61,0
V001,2024-01-03T18:15:00,18,2,44.5,112.87,13.655,0.628,0
V001,2024-01-03T18:30:00,18,2,53.94,116.22,13.536,0.722,0
V001,2024-01-03T18:45:00,18,2,29.62,108.82,13.543,0.587,0
V001,2024-01-03T19:00:00,19,2,0.0,93.14,13.574,0.178,0
V001,2024-01-03T19:15:00,19,2,0.0,95.63,13.652,0.232,0
V001,2024-01-03T19:30:00,19,2,22.78,104.63,13.606,0.397,0
V001,2024-01-03T19:45:00,19,2,3.26,97.82,13.546,0.274,0
V001,2024-01-03T20:00:00,20,2,0.0,96.67,13.613,0.265,0
V001,2024-01-03T20:15:00,20,2,6.97,97.57,13.512,0.381,0
V001,2024-01-03T20:30:00,20,2,36.37,109.79,13.672,0.546,0
V001,2024-01-03T20:45:00,20,2,45.9,114.69,13.626,0.681,0
V001,2024-01-03T21:00:00,21,2,4.44,97.89,13.561,0.283,0
V001,2024-01-03T21:15:00,21,2,3.38,99.02,13.606,0.386,0
V001,2024-01-03T21:30:00,21,2,40.6,113.59,13.616,0.704,0
V001,2024-01-03T21:45:00,21,2,0.0,95.06,13.553,0.282,0
V001,2024-01-03T22:00:00,22,2,0.0,94.5,13.611,0.266,0
V001,2024-01-03T22:15:00,22,2,0.0,94.71,13.665,0.268,0
V001,2024-01-03T22:30:00,22,2,0.0,95.21,13.557,0.182,0
V001,2024-01-03T22:45:00,22,2,3.85,98.44,13.629,0.256,0
V001,2024-01-03T23:00:00,23,2,0.0,96.17,13.592,0.213,0
V001,2024-01-03T23:15:00,23,2,30.61,108.46,13.607,0.45,0
V001,2024-01-03T23:30:00,23,2,0.0,95.89,13.603,0.268,0
V001,2024-01-03T23:45:00,23,2,4.89,97.47,13.637,0.335,0
V001,2024-01-04T00:00:00,0,3,38.7,111.49,13.565,0.55,0
V001,2024-01-04T00:15:00,0,3,0.0,96.51,13.604,0.267,0
V001,2024-01-04T00:30:00,0,3,0.0,98.53,13.55,0.186,0
V001,2024-01-04T00:45:00,0,3,9.84,98.88,13.526,0.384,0
V001,2024-01-04T01:00:00,1,3,38.17,113.16,13.544,0.616,0
V001,2024-01-04T01:15:00,1,3,2.66,97.57,13.649,0.293,0
V001,2024-01-04T01:30:00,1,3,3.82,98.84,13.625,0.267,0
V001,2024-01-04T01:45:00,1,3,43.66,114.95,13.601,0.523,0
V001,2024-01-04T02:00:00,2,3,9.88,100.08,13.65,0.352,0
V001,2024-01-04T02:15:00,2,3,7.77,96.83,13.616,0.375,0
V001,2024-01-04T02:30:00,2,3,59.19,118.63,13.568,0.817,0
V001,2024-01-04T02:45:00,2,3,2.95,96.51,13.69,0.271,0
V001,2024-01-04T03:00:00,3,3,49.56,115.96,13.618,0.755,0
V001,2024-01-04T03:15:00,3,3,3.36,99.26,13.649,0.275,0
V001,2024-01-04T03:30:00,3,3,1.36,98.05,13.547,0.177,0
V001,2024-01-04T03:45:00,3,3,22.14,106.09,13.644,0.505,0
V001,2024-01-04T04:00:00,4,3,45.1,112.55,13.583,0.658,0
V001,2024-01-04T04:15:00,4,3,0.0,96.24,13.532,0.132,0
V001,2024-01-04T04:30:00,4,3,12.56,99.44,13.573,0.392,0
V001,2024-01-04T04:45:00,4,3,0.0,97.07,13.535,0.23,0
V001,2024-01-04T05:00:00,5,3,4.04,96.42,13.592,0.278,0
V001,2024-01-04T05:15:00,5,3,5.47,97.1,13.509,0.331,0
V001,2024-01-04T05:30:00,5,3,0.0,96.27,13.545,0.185,0
V001,2024-01-04T05:45:00,5,3,0.0,97.24,13.603,0.208,0
V001,2024-01-04T06:00:00,6,3,40.93,111.58,13.47,0.626,0
V001,2024-01-04T06:15:00,6,3,8.88,101.3,13.551,0.301,0
V001,2024-01-04T06:30:00,6,3,12.4,99.99,13.593,0.425,0
V001,2024-01-04T06:45:00,6,3,0.0,97.19,13.536,0.25,0
V001,2024-01-04T07:00:00,7,3,25.2,104.23,13.601,0.546,0
V001,2024-01-04T07:15:00,7,3,30.83,109.03,13.628,0.684,0
V001,2024-01-04T07:30:00,7,3,45.16,112.82,13.566,0.724,0
V001,2024-01-04T07:45:00,7,3,46.57,113.24,13.493,0.615,0
V001,2024-01-04T08:00:00,8,3,29.1,106.07,13.547,0.515,0
V001,2024-01-04T08:15:00,8,3,34.92,108.76,13.601,0.624,0
V001,2024-01-04T08:30:00,8,3,40.3,112.67,13.571,0.74,0
V001,2024-01-04T08:45:00,8,3,37.8,110.32,13.59,0.667,0
V001,2024-01-04T09:00:00,9,3,38.59,111.99,13.549,0.671,0
V001,2024-01-04T09:15:00,9,3,37.63,107.05,13.556,0.685,0
V001,2024-01-04T09:30:00,9,3,42.48,114.06,13.629,0.748,0
V001,2024-01-04T09:45:00,9,3,33.79,111.28,13.594,0.626,0
V001,2024-01-04T10:00:00,10,3,4.44,94.37,13.572,0.381,0
V001,2024-01-04T10:15:00,10,3,15.14,102.2,13.579,0.381,0
V001,2024-01-04T10:30:00,10,3,1.96,96.08,13.573,0.32,0
V001,2024-01-04T10:45:00,10,3,3.84,97.18,13.566,0.326,0
V001,2024-01-04T11:00:00,11,3,0.0,95.73,13.497,0.243,0
V001,2024-01-04T11:15:00,11,3,0.0,96.2,13.653,0.323,0
V001,2024-01-04T11:30:00,11,3,9.07,97.11,13.59,0.362,0
V001,2024-01-04T11:45:00,11,3,50.39,115.28,13.576,0.773,0
V001,2024-01-04T12:00:00,12,3,0.0,96.26,13.575,0.267,0
V001,2024-01-04T12:15:00,12,3,2.48,96.69,13.538,0.383,0
V001,2024-01-04T12:30:00,12,3,9.9,99.11,13.483,0.401,0
V001,2024-01-04T12:45:00,12,3,9.43,97.11,13.529,0.335,0
V001,2024-01-04T13:00:00,13,3,0.0,94.05,13.485,0.217,0
V001,2024-01-04T13:15:00,13,3,0.0,93.57,13.655,0.262,0
V001,2024-01-04T13:30:00,13,3,0.0,94.49,13.582,0.202,0
V001,2024-01-04T13:45:00,13,3,5.5,98.52,13.56,0.296,0
V001,2024-01-04T14:00:00,14,3,0.0,93.04,13.649,0.244,0
V001,2024-01-04T14:15:00,14,3,0.0,91.58,13.64,0.211,0
V001,2024-01-04T14:30:00,14,3,0.0,95.07,13.525,0.217,0
V001,2024-01-04T14:45:00,14,3,35.41,108.11,13.574,0.574,0
V001,2024-01-04T15:00:00,15,3,0.0,94.86,13.653,0.278,0
V001,2024-01-04T15:15:00,15,3,7.97,96.42,13.501,0.34,0
V001,2024-01-04T15:30:00,15,3,0.0,92.68,13.571,0.235,0
V001,2024-01-04T15:45:00,15,3,3.15,94.16,13.617,0.23,0
V001,2024-01-04T16:00:00,16,3,37.2,109.64,13.431,0.641,0
V001,2024-01-04T16:15:00,16,3,38.01,107.62,13.567,0.638,0
V001,2024-01-04T16:30:00,16,3,29.92,106.31,13.638,0.467,0
V001,2024-01-04T16:45:00,16,3,31.37,106.34,13.665,0.505,0
V001,2024-01-04T17:00:00,17,3,34.91,107.94,13.552,0.557,0
V001,2024-01-04T17:15:00,17,3,31.78,107.67,13.531,0.485,0
V001,2024-01-04T17:30:00,17,3,34.85,107.65,13.609,0.624,0
V001,2024-01-04T17:45:00,17,3,47.24,111.02,13.604,0.745,0
V001,2024-01-04T18:00:00,18,3,25.67,103.36,13.616,0.486,0
V001,2024-01-04T18:15:00,18,3,45.21,113.1,13.619,0.738,0
V001,2024-01-04T18:30:00,18,3,59.68,118.54,13.547,0.877,0
V001,2024-01-04T18:45:00,18,3,42.62,112.45,13.59,0.688,0
V001,2024-01-04T19:00:00,19,3,11.84,98.34,13.531,0.35,0
