order_id,city,ts,origin_lat,origin_lon,dest_lat,dest_lon,distance_km,demand_index,supply_index,eta_promised_min,eta_actual_min,base_price,paid_price,hour,day_of_week
O000085,Berlin,2024-03-25T23:32:00,52.56246741846837,13.45133485890618,52.536537642014686,13.435411944261924,3.0777120141247845,1.3154906559526949,1.026593934829375,12.25,12.19,7.3,7.93,23,0
O000086,Munich,2024-01-03T22:48:00,48.196887785528574,11.58495125644401,48.174692959936415,11.605612312118332,2.9046430751325123,1.3131048058468682,0.9868499477854025,12.39,11.27,7.05,9.05,22,2
O000087,Berlin,2024-03-22T15:50:00,52.54537714584999,13.452610089671927,52.528623322617314,13.419200573321195,2.9285585070450315,1.376231413888118,0.7439391202658211,12.51,14.09,7.22,13.55,15,4
O000088,Berlin,2024-02-19T02:52:00,52.526623113719694,13.387470767551815,52.51307602586061,13.4261889793886,3.0219133923790307,0.951752788428734,1.0704110793028594,10.82,11.17,7.19,7.34,2,0
O000089,Munich,2024-03-16T03:30:00,48.177659685279174,11.587929058250166,48.19834667896619,11.608810977525605,2.772672734159463,1.288752920814652,1.039304233940294,8.6,8.86,6.77,6.84,3,5
O000090,Berlin,2024-03-10T20:04:00,52.50163670738794,13.344115439874075,52.50113238019242,13.309252154840086,2.360528862946471,1.1681287097977449,0.8694752041395218,7.19,8.28,6.25,8.01,20,6
O000091,Berlin,2024-01-05T18:06:00,52.48499950944512,13.45289601494784,52.50660685327647,13.475284094059308,2.840725434695867,1.0220918538108936,0.6066047713741575,13.47,12.28,7.02,10.12,18,4
O000092,Berlin,2024-03-03T03:00:00,52.534295796465294,13.423122710367121,52.504882047310446,13.40923961502664,3.402878553580056,0.9505645234958806,0.8636031504004402,13.68,13.38,7.75,9.26,3,6
O000093,Berlin,2024-04-22T08:17:00,52.46254814084013,13.440014654899601,52.47493668442934,13.402541546485653,2.888098013303519,1.3437799414228089,0.8119260739840348,17.25,16.16,7.27,13.45,8,0
O000094,Berlin,2024-04-08T01:49:00,52.54777901364958,13.31762526620463,52.57146801301321,13.321432656296928,2.646640808655738,1.415052174525053,0.8621624363820865,6.58,7.61,6.56,9.33,1,0
O000095,Munich,2024-04-04T18:19:00,48.12192139873581,11.616621135814677,48.112135146242075,11.591190569069774,2.1790069148495546,1.4395821566925295,0.7951290815478035,7.72,7.49,5.99,10.13,18,3
O000096,Munich,2024-01-04T16:16:00,48.16503256863469,11.50793594313008,48.175846263180574,11.473711815848414,2.808416513758476,1.348524692515331,0.46628318522448214,20.95,21.91,7.47,16.21,16,3
O000097,Munich,2024-03-28T00:44:00,48.10401091914125,11.601384409457141,48.10873144365559,11.596473642992308,0.6391170919079869,1.129439187940548,1.2157361666862592,3.0,3.0,3.92,3.34,0,3
O000098,Munich,2024-01-16T18:54:00,48.121066218900566,11.567215321698887,48.12895983210612,11.58586436349211,1.639026797442182,1.4988060372565477,0.8521347531647815,9.12,10.18,5.48,10.98,18,1
O000099,Berlin,2024-03-12T03:41:00,52.5544899881527,13.397967156100586,52.55537902938848,13.386705825652568,0.7677311790867746,0.8656753264123896,0.9275118117193736,3.0,3.0,4.07,3.96,3,1
O000100,Munich,2024-01-09T19:40:00,48.11308736607184,11.615774946310996,48.110314738554855,11.594658983378713,1.5977333386814685,1.0153643782120512,0.7434015551622861,4.4,4.82,5.16,7.52,19,1
O000101,Berlin,2024-02-26T22:56:00,52.4701143059546,13.30806771392538,52.484298426858544,13.321172076135126,1.8097624988313255,0.9012486833677376,1.0763870904463106,4.15,3.89,5.37,3.81,22,0
O000102,Berlin,2024-01-15T15:40:00,52.45685042273072,13.416857296160227,52.483046764268416,13.380004779413708,3.8362060841594707,1.1465280154431159,0.9838566839782835,9.29,10.47,8.13,11.83,15,0
O000103,Berlin,2024-03-02T20:54:00,52.56421741425079,13.44060638631941,52.58629251192199,13.436985574770118,2.466803381714355,0.6003598630935785,1.4176749409561455,3.0,3.0,6.11,4.36,20,5
O000104,Berlin,2024-02-23T06:00:00,52.530811891998994,13.5133806501436,52.506445934946356,13.527188819601609,2.865937479849791,0.9618635198473307,1.0434865746359445,7.01,6.87,6.78,6.31,6,4
O000105,Munich,2024-03-22T04:21:00,48.157060974663885,11.484254188357557,48.1829178963943,11.499416328440082,3.087201501834513,1.0991363775945209,1.127746044405837,10.78,10.64,7.24,6.03,4,4
O000106,Munich,2024-04-03T21:16:00,48.104821203886054,11.616804385790983,48.09923568152943,11.646464661817964,2.2883684505874,1.3227422538117295,1.090706860302796,7.77,7.64,6.13,8.56,21,2
O000107,Munich,2024-01-01T16:35:00,48.143558331481294,11.594496790264502,48.12077087480353,11.59805591810137,2.5475793246109566,1.5928174336576713,0.5807449826209596,27.7,27.05,7.41,16.22,16,0
O000108,Berlin,2024-03-21T04:27:00,52.494790214995525,13.349999317997893,52.46918197042163,13.358275205468404,2.9021340047638606,0.8623699309644552,1.4504871610688617,3.8,3.92,6.68,4.6,4,3
O000109,Berlin,2024-04-01T18:51:00,52.49785873370763,13.427637921230014,52.49987488651124,13.436270328653489,0.6258815293486534,1.3350337232982754,0.9189508683330573,3.0,3.0,3.9,4.73,18,0
O000110,Berlin,2024-04-22T03:10:00,52.557763665874,13.353566105246786,52.58338573856178,13.318387496469951,3.710708389759624,0.8492070822266647,0.9438649846266451,12.6,13.6,8.13,8.23,3,0
O000111,Berlin,2024-01-15T15:01:00,52.52324005399731,13.457553148329103,52.50959749404132,13.45063707645113,1.5875283173105763,0.98033207464105,1.1100104198049103,4.34,4.43,5.13,4.71,15,0
O000112,Berlin,2024-03-07T00:39:00,52.48078753404417,13.511843912552267,52.47980027284736,13.536323316534281,1.6614132148869831,1.0250449005295814,0.9141188917749494,5.82,5.43,5.27,5.1,0,3
O000113,Berlin,2024-01-29T10:11:00,52.499323416376804,13.484769486630679,52.52332480378068,13.473043196974896,2.784314543461182,1.1086596058072775,0.8563185468861605,8.64,9.04,6.79,8.99,10,0
O000114,Berlin,2024-04-13T12:51:00,52.50421212144847,13.429053861898604,52.48429297391316,13.448003761494139,2.5596236006054274,0.9629424682244584,0.9740358600533148,6.99,7.08,6.43,5.6,12,5
O000115,Berlin,2024-02-18T12:26:00,52.5096120230631,13.517312814447275,52.487798408216506,13.532924378771082,2.6457845374547566,0.9705995996743023,1.335540162815288,6.94,6.32,6.49,4.36,12,6
O000116,Munich,2024-04-17T07:16:00,48.15783869170064,11.518382493318374,48.13260385383998,11.485235153286087,3.731208823618144,1.2836638172102712,0.5970486538614267,22.0,22.45,8.6,15.73,7,2
O000117,Berlin,2024-02-08T22:04:00,52.514801429752545,13.49361739926352,52.52385407189538,13.496254022187628,1.0222940593166927,0.7552119466475486,1.2455337984946584,3.05,3.0,4.38,3.13,22,3
O000118,Berlin,2024-03-23T19:12:00,52.4572170811121,13.42370529949314,52.48467459818242,13.397729534881753,3.5238409101407004,1.0338721648072156,0.7172571006190039,14.35,15.32,7.99,12.63,19,5
O000119,Munich,2024-04-21T05:45:00,48.123464208185545,11.535904228213303,48.10260916898537,11.575302908385973,3.7327197310155062,0.8192184717070421,1.2426195399958366,6.63,6.59,7.81,5.61,5,6
O000120,Berlin,2024-02-06T09:00:00,52.5491281156303,13.472046179287485,52.56165279749488,13.434939009729465,2.869311291523738,1.24280210789841,0.5337534092884444,28.46,29.59,7.92,17.46,9,1
O000121,Munich,2024-04-21T16:06:00,48.14969634829058,11.618902122075262,48.170781845755286,11.59558296322385,2.913556086845125,1.5015982653825086,0.816365871709513,15.51,14.5,7.22,15.69,16,6
O000122,Munich,2024-03-24T09:27:00,48.130467913909804,11.491328699627175,48.12464672463572,11.465210660826095,2.0436891683865346,1.4056362314738255,0.7981762006711594,7.61,7.14,5.81,11.93,9,6
O000123,Berlin,2024-01-18T13:33:00,52.54177717610836,13.338464497997292,52.54193114069617,13.330357540219076,0.5485142232974616,1.0949396465759906,0.8780975595681434,3.0,3.0,3.81,5.65,13,3
O000124,Munich,2024-01-13T16:18:00,48.143249787833014,11.523654258631936,48.14361829960343,11.518815193722569,0.3613739894218177,1.1580610514317784,0.919985745999241,3.0,3.0,3.58,4.99,16,5
O000125,Berlin,2024-01-29T16:50:00,52.56938395806037,13.312711723419202,52.58108607179189,13.351406037440276,2.920656269454208,1.6437523703394632,0.6773194672918121,18.99,21.94,7.6,17.55,16,0
O000126,Munich,2024-02-21T03:07:00,48.161521943823104,11.522875506910125,48.1689556940006,11.525038824023058,0.8420224344333472,0.7266242603169157,0.9550469196214633,3.1,3.0,4.16,3.33,3,2
O000127,Berlin,2024-01-17T10:52:00,52.50776129819624,13.304222300901072,52.493350090720945,13.325045486750843,2.134156965025943,0.6396039124839961,0.7042176862451742,4.01,4.4,5.78,6.43,10,2
O000128,Munich,2024-04-11T07:44:00,48.14878540439264,11.49536306781485,48.151662973731064,11.491713254579647,0.41916253068701476,1.3945390920980136,0.6133464081853608,3.0,3.09,3.66,7.81,7,3
O000129,Berlin,2024-02-07T20:22:00,52.54420198526045,13.496258631566851,52.57152206645068,13.519210902467275,3.4111708015202615,0.8230394571946198,0.8788768920526272,6.18,5.83,7.38,5.86,20,2
O000130,Berlin,2024-03-14T16:07:00,52.526464177216994,13.445057862885273,52.550171241659385,13.45599143745865,2.7378557653629936,1.4064008298131532,0.6493164259307633,15.13,14.83,7.03,11.9,16,3
O000131,Munich,2024-03-29T12:01:00,48.107208433599865,11.489975941887137,48.077934942113956,11.526496053751094,4.237019975137964,0.8644569260495788,0.7305747420940607,17.41,16.68,8.92,10.87,12,4
O000132,Berlin,2024-01-03T12:19:00,52.46180747796561,13.445266598334294,52.47766983769891,13.426470312600294,2.1753447048493535,1.1992095371611633,0.8486409822861078,9.83,11.17,6.17,9.36,12,2
O000133,Berlin,2024-02-05T03:19:00,52.5136362559899,13.30922926915496,52.54174558264556,13.333126404487325,3.518931897361688,1.3002667303910973,1.0114026249794168,12.44,11.99,7.82,11.48,3,0
O000134,Berlin,2024-02-21T20:22:00,52.49059210071934,13.50417840087173,52.47406903742997,13.493951762778732,1.9634664520678575,1.4112414259880643,0.7793583268556634,11.5,11.37,5.92,10.11,20,2
O000135,Munich,2024-02-25T06:21:00,48.18465143386903,11.608649714709538,48.16978589507943,11.62905306900924,2.2407780421034675,0.9446373400222159,1.0981949903276502,4.99,4.92,5.93,4.46,6,6
O000136,Munich,2024-03-28T02:49:00,48.19373880664971,11.486044323011582,48.17362769559348,11.456582624887947,3.12598426385245,0.8942766636500487,1.1172728037510187,5.68,5.77,7.04,5.84,2,3
O000137,Berlin,2024-04-01T08:01:00,52.517802639143085,13.45155476645102,52.54020201409473,13.46245807476936,2.597610739122048,1.4042543153472122,0.7723088032032452,13.83,15.17,6.88,14.29,8,0
